CD_DIST,NM_DIST,V01317,V01318,V01319,V01320,V01321,V01322,V01323,V01324,V01325,V01326,V01327,V01328,V01329,V01330,V01331,V01332,V01333,V01334,V01335,V01336,V01337,V01338,V01339,V01340,V01341,V01342,V01343,V01344,V01345,V01346,V01347,V01348,V01349,V01350,V01351,V01352,V01353,V01354,V01355,V01356,V01357,V01358,V01359,V01360,V01361,V01362,V01363,V01364,V01365,V01366,V01367,V01368,V01369,V01370,V01371,V01372,V01373,V01374,V01375,V01376,V01377,V01378,V01379,V01380,V01381,V01382,V01383,V01384,V01385,V01386,V01387,V01388,V01389,V01390,V01391,V01392,V01393,V01394,V01395,V01396,V01397,V01398,V01399,V01400,V01401,V01402,V01403,V01404,V01405,V01406,V01407,V01408,V01409,V01410,V01411
355030842,Jaraguá,99692,27664,883,82403,488,46117,13408,311,39624,210,53569,14237,372,42775,236,33602,10835,228,29303,123,15050,18532,4653,6057,58,44,13236,16052,40,77,17,1141,8678,14312,9018,3,337,2990,4520,2189,0,3,6,24,50,27,1100,8452,12824,6358,6,20,49,27,3,20686,3886,26,16600,182,22091,6775,59,19619,129,42018,13011,235,36064,97,14854,3694,239,10055,7,7185,922,3,5338,57,38902,12156,274,34215,148,6887,852,0,5175,64,46647,13048,344,37532,167
355030843,Jardim Ângela,108540,42311,342,159806,60,50390,21153,84,77495,6,58144,21126,117,82304,17,35191,17271,36,57136,8,15592,19556,7971,9194,6,13,26150,30965,0,4,52,1787,9666,14432,8527,27,956,5265,6993,2985,0,0,0,0,3,145,3503,17518,24487,10968,0,0,0,4,0,25234,6178,12,34257,3,25772,11083,3,40259,9,43236,19767,61,67977,6,14229,4926,48,17256,0,8852,1595,0,11365,0,41465,19149,68,66067,3,8427,1489,0,10736,0,49642,19216,105,71515,16
355030844,Jardim Helena,49263,15998,257,63708,65,22967,7952,93,30942,19,26296,8032,102,32766,21,15559,6359,46,22128,16,6931,8618,2919,3403,15,11,10001,12124,6,4,36,709,4006,6289,4277,3,262,1795,2598,1326,0,0,0,3,23,65,1145,6211,9258,5238,0,0,0,0,0,11118,2286,7,13127,0,11469,4031,13,15628,6,19399,7445,52,26595,13,7259,2151,57,8353,6,3901,609,0,4359,0,19055,7221,86,26564,12,3787,576,0,4184,0,22490,7315,90,28570,15
355030845,Jardim Paulista,69024,1997,3487,7121,6,31396,844,1394,3307,0,37628,937,1912,3762,0,33939,749,1689,3240,0,16379,17560,249,248,614,790,1713,1332,0,0,6,933,9102,10758,12915,0,0,164,135,31,0,7,314,402,423,0,40,1090,1029,401,0,0,0,0,0,7487,54,170,657,0,11696,315,345,1413,0,30375,952,1573,3680,0,19451,122,842,826,0,2587,6,16,98,0,28747,785,1288,3046,0,2402,0,25,104,0,35157,890,1783,3493,0
355030846,Jardim São Luís,109486,33459,939,115066,116,49953,16479,336,55302,31,59530,16957,400,59764,34,37513,13902,279,42552,10,17043,20447,6552,7276,56,87,19871,22667,0,3,16,1453,9265,15456,10876,3,461,3888,5893,2955,0,0,22,21,89,51,1912,11847,18692,9621,0,0,0,0,0,21675,4371,26,21706,5,24164,8170,53,27506,0,45858,16007,264,50949,25,17744,4685,245,14893,0,7343,1025,0,6875,0,42574,15152,308,48368,19,7153,1112,6,6692,0,52333,15536,367,53018,33
355030847,José Bonifácio,57380,20011,373,50139,62,25902,9787,121,23721,16,31478,10217,138,26418,13,19442,7835,80,18105,3,8363,11072,3495,4330,17,27,8095,10001,0,0,14,700,4821,7942,5745,3,239,2284,3225,1795,0,0,3,3,19,13,763,4920,7774,4406,0,0,0,0,3,11898,3009,3,9879,0,12221,4575,10,11628,0,23968,9534,72,21754,7,9274,2823,97,6863,6,4115,888,0,3121,0,21777,8797,106,20589,13,3910,766,3,3141,0,27556,9315,121,23266,13
355030848,Lapa,61221,2698,2151,9287,32,27744,1249,921,4470,3,33477,1340,1114,4794,7,25737,1112,869,3917,3,12624,13111,466,472,394,282,1974,1888,0,3,3,353,6093,9977,9120,0,13,269,345,130,0,0,72,241,210,0,149,1114,1630,700,0,0,0,0,0,8171,151,147,1278,0,8749,427,149,1877,0,28642,1414,937,4614,11,15659,319,554,1312,0,2779,17,14,333,0,24941,1154,833,4002,3,2723,20,25,301,0,30744,1245,1038,4380,7
355030849,Liberdade,42030,3562,9635,10685,49,19070,1734,4451,5183,13,22960,1764,5165,5498,6,20081,1669,4451,4949,9,9272,10807,744,791,2132,2263,2417,2508,0,0,6,994,6201,7008,5748,0,46,610,466,162,0,56,858,1411,1858,0,296,1872,1769,769,0,0,0,0,0,4683,294,794,1358,6,8336,836,1363,2782,0,19906,1811,4093,5153,6,9094,331,3204,1265,0,1604,59,198,358,0,17426,1613,4169,4704,6,1489,65,185,332,0,21430,1645,4900,5056,3
355030850,Limão,49172,9730,1382,21956,67,22227,4525,627,10323,20,26945,5205,659,11633,26,18828,3774,534,8026,10,8740,10088,1667,2091,208,210,3800,4226,0,3,18,521,4104,7341,6743,3,67,982,1494,1010,0,0,55,79,198,3,287,2247,3257,2090,0,0,3,4,0,7244,1290,86,3832,9,9020,2131,108,5081,15,21493,4508,483,9591,14,11413,1730,457,3445,0,2446,327,12,1250,0,19775,4117,568,9050,16,2329,340,3,1186,0,24616,4774,610,10423,20
355030851,Mandaqui,69668,8703,2857,22235,103,31386,4077,1329,10475,32,38282,4610,1457,11760,34,26401,3422,1121,8487,3,12470,13931,1522,1812,533,412,4116,4354,0,0,11,580,5004,10646,9989,3,52,792,1256,937,0,3,77,283,465,6,228,2160,3487,2340,0,0,0,0,0,9909,904,174,3549,16,12250,1903,284,4825,19,30342,4003,1100,9923,12,17167,1693,1004,3911,0,3181,201,17,1041,0,28197,3740,1244,9345,27,3128,188,12,1074,0,35144,4311,1382,10600,25
355030852,Marsilac,4348,1191,39,5606,209,2059,614,20,2818,103,2276,550,8,2780,104,1439,482,14,1954,59,757,659,250,205,7,0,1047,901,22,29,0,22,355,532,461,0,10,95,174,109,0,0,0,3,3,0,57,560,804,466,0,9,30,7,0,998,151,0,1224,96,897,260,0,1300,57,1677,507,8,2311,47,747,183,4,733,0,310,29,0,357,34,1732,569,16,2437,65,364,18,0,369,33,1901,500,7,2395,69
355030853,Mooca,61974,3062,3610,11996,172,27941,1523,1681,5925,65,34033,1469,1847,6071,62,24896,1214,1232,4422,21,11506,13390,502,575,580,519,2179,2226,9,0,6,621,4798,9765,9537,0,19,334,391,162,4,18,262,423,194,3,130,1297,1899,885,0,0,4,0,0,8105,200,519,1804,3,9959,632,547,2680,47,27399,1594,1661,5742,50,16510,362,605,1703,0,2599,34,146,495,0,25331,1428,1483,5337,61,2574,12,97,487,0,31445,1397,1678,5478,47
355030854,Morumbi,31979,2258,1151,7829,352,15018,1060,479,3748,151,16961,1136,617,4054,191,13990,805,471,3030,93,7204,6786,318,405,191,214,1387,1585,19,62,6,237,2453,5861,5348,0,40,253,276,88,0,0,38,80,214,0,138,931,1289,441,0,0,32,27,0,3955,287,55,1452,104,5305,535,95,1865,98,14140,1060,411,3588,112,8564,194,408,751,0,1188,73,8,414,23,13795,949,433,3269,123,1223,73,6,394,22,15716,1028,579,3591,156
355030855,Parelheiros,57973,19985,515,73053,905,27330,10301,172,35745,423,30634,9622,179,37299,445,17954,7822,83,24739,223,8333,9579,3763,3927,28,13,11707,12987,78,127,30,760,4664,7566,4482,4,337,2294,3173,1394,0,0,0,0,22,73,1377,7269,10623,4968,6,63,70,38,13,13645,2828,30,16013,364,13349,5181,28,18245,271,23072,9301,84,30735,181,7822,2360,137,7961,29,4680,718,3,5152,108,22595,9381,157,30532,313,4548,616,3,4959,122,26017,8784,156,32276,313
355030856,Pari,9101,1050,1566,5470,155,4357,538,777,2855,68,4744,499,771,2615,60,3065,283,576,1525,28,1650,1415,112,141,398,160,861,659,15,3,0,62,680,1274,1016,0,8,67,90,58,0,10,293,180,34,0,70,600,604,211,0,0,13,3,0,1499,162,167,1213,23,1610,221,341,1341,46,4066,465,879,2449,54,1924,128,136,455,0,529,47,29,438,3,3819,469,735,2410,58,498,40,54,392,0,4237,448,702,2212,50
355030857,Parque do Carmo,37357,8293,661,28133,42,17457,4130,302,13648,7,19900,4161,320,14485,6,12631,3306,215,10050,6,6212,6411,1529,1753,87,63,4881,5167,0,0,0,501,3210,5142,3666,0,97,1036,1353,619,0,4,3,43,81,3,482,3076,4210,2167,0,0,0,0,0,7248,1098,14,5504,3,8401,2087,84,6744,4,15425,3969,216,12304,3,6279,1080,213,3577,0,2495,271,0,1786,0,14955,3785,285,11849,6,2376,236,0,1763,0,17514,3839,310,12708,6
355030858,Pedreira,63307,22148,545,77294,73,29362,11070,194,37553,14,33944,11063,235,39741,25,20449,8909,139,27415,8,9446,10991,4152,4709,30,43,12729,14681,0,4,18,901,5444,8493,5222,6,397,2683,3638,1645,0,0,0,11,42,60,1554,8115,11878,5517,0,0,0,3,0,14241,3136,22,16131,3,14744,5686,23,19092,6,25616,10460,135,33366,17,8673,2698,143,8688,0,4884,803,3,5285,0,24453,10055,170,32254,10,4736,729,0,4990,0,29176,10107,218,34726,17
355030859,Penha,82927,11527,2314,35191,284,37187,5509,1009,17079,121,45740,6014,1150,18112,123,31056,4688,816,13002,38,14221,16833,2087,2519,274,307,6423,6570,9,6,26,851,6586,11712,11635,0,98,1319,1809,1023,0,0,21,112,293,21,498,3900,5187,3095,0,0,16,0,0,11855,1285,85,6535,54,15229,2560,185,7907,63,35780,5547,849,15580,76,20055,1899,727,5144,6,4021,276,3,2213,11,33155,5054,941,14821,88,3904,256,9,2011,8,41826,5588,1079,16043,87
355030860,Perdizes,86166,3061,3432,9474,44,38596,1281,1380,4497,11,47570,1513,1836,4943,10,39059,1183,1474,4077,0,18392,20667,357,527,557,588,1997,1926,0,0,5,882,9047,13721,15131,0,3,229,317,117,0,0,215,352,242,0,32,1148,1558,740,0,0,0,0,0,9769,156,219,1073,3,13443,463,265,1703,9,38623,1456,1568,4827,7,24327,329,695,1390,3,3202,18,32,203,0,35357,1173,1250,4101,8,3189,12,30,205,0,44337,1420,1711,4533,6
355030861,Perus,39017,11796,257,36426,53,18176,5946,93,17769,16,20836,5839,106,18657,14,12965,4686,62,12631,9,6223,6739,2248,2399,16,9,6134,6493,3,0,0,458,3134,5546,3667,0,191,1361,2010,860,0,0,0,9,10,3,661,3799,5474,2543,0,0,0,0,0,7946,1735,10,7479,0,8749,3017,6,9455,7,16182,5552,79,15438,10,6130,1396,42,4037,6,2801,410,3,2455,0,15367,5406,76,15296,13,2596,437,0,2336,0,18229,5301,97,16294,13
355030862,Pinheiros,54575,1818,2981,5571,40,25028,785,1198,2733,4,29547,888,1691,2823,19,26226,703,1428,2578,3,12710,13516,232,253,570,732,1370,1126,3,0,0,675,8021,8072,9305,0,0,145,138,62,0,0,294,286,476,0,15,928,876,365,0,0,0,0,0,5912,64,109,540,0,9635,272,343,1075,0,24638,924,1259,2980,6,14382,190,914,701,6,2037,7,13,65,0,22958,729,1130,2545,4,1913,8,18,98,0,27593,843,1606,2597,19
355030863,Pirituba,108650,17165,1368,52042,80,50108,8461,524,24987,21,58542,8663,564,27052,22,40805,7094,383,19593,6,19546,21256,3305,3636,132,80,9474,10097,3,0,30,1062,10446,15871,12999,0,139,2062,2819,1359,0,0,10,62,83,15,689,6071,7971,4357,0,0,0,0,0,16985,1891,41,9020,0,21532,3877,68,12023,3,48120,8451,384,23564,15,21997,2479,355,7306,0,5845,393,4,2774,0,44228,7780,483,22050,15,5430,334,3,2756,0,53076,8059,512,24130,17
355030864,Ponte Rasa,49837,9725,1424,28741,68,22829,4676,592,13849,25,27008,5048,730,14892,18,17369,3816,526,10413,6,8133,9234,1708,2097,173,206,4939,5474,3,0,4,418,3462,6936,6409,0,81,941,1503,1062,0,0,11,88,228,15,317,2477,4334,3114,0,0,0,0,0,7956,1220,39,5096,3,9699,2155,115,6310,11,21038,4521,443,12249,11,11144,1778,545,5083,3,2730,254,0,1629,0,20091,4291,553,12200,10,2482,297,6,1564,0,24522,4653,684,13320,11
355030865,Raposo Tavares,55448,15691,1548,44733,94,25300,7681,672,21352,13,30148,8006,745,23380,26,19374,6359,561,16221,12,8577,10797,2775,3518,237,227,7191,9026,0,0,21,744,5221,7958,5193,13,295,1920,2553,1186,0,0,41,102,251,53,815,4974,6770,3361,0,0,0,0,0,10750,2098,92,8943,3,11861,3907,112,10728,11,23954,7495,533,19614,12,8866,2032,541,5421,0,3593,538,12,2933,0,21689,6995,618,18376,12,3591,537,22,2781,0,26544,7320,699,20551,22
355030866,República,33683,6913,2341,17498,199,17130,3518,1047,8983,72,16553,3346,1088,8510,67,18278,3530,1074,8207,51,9488,8782,1662,1747,520,345,4140,4052,9,14,0,833,6739,5981,4535,0,91,1376,1121,468,0,18,351,237,87,3,326,2995,3179,1411,0,0,12,4,3,3286,707,214,2425,26,7007,1512,317,4029,32,16815,3519,1178,8600,61,6538,853,243,2313,6,1029,201,68,683,5,16002,3230,945,8179,60,982,187,88,675,8,15467,3052,957,7703,52
355030867,Rio Pequeno,70502,14863,4697,41210,188,32370,7094,2237,19738,59,38132,7733,2403,21470,69,25696,5764,1933,14676,36,12277,13413,2466,3230,995,799,6739,7910,12,9,6,1008,5713,10618,8122,3,292,1719,2178,1135,0,12,113,591,856,42,799,4393,5997,3132,0,0,0,3,0,11668,2078,285,8049,15,14268,3793,517,10094,17,30572,6781,1821,17739,61,13989,1989,1695,5227,0,3879,499,58,2548,3,28482,6426,2095,17088,45,3785,500,22,2558,0,34339,7084,2284,18829,61
355030868,Sacomã,146432,24687,4772,85048,154,66421,12177,2129,40787,15,80007,12471,2456,44259,62,54122,10073,1921,31940,9,24664,29449,4604,5298,861,739,14625,17303,3,0,32,1632,12907,21902,17132,9,402,2953,3958,1827,0,0,135,560,718,64,1599,9823,13466,6460,0,0,0,3,0,25210,2975,231,15933,10,28631,6127,390,20692,7,63765,11917,1900,38077,23,28801,3165,1547,10280,0,8688,600,13,5104,0,57717,11220,2001,35554,9,8379,656,39,4912,0,71612,11483,2305,39207,46
355030869,Santa Cecília,57604,5202,2476,15385,68,26275,2439,1010,7412,22,31327,2652,1251,7963,18,28382,2588,1077,7377,17,13269,15110,1147,1265,401,370,3686,3629,6,0,0,759,8959,9413,9042,0,29,927,790,339,0,3,201,212,183,0,140,2564,2858,1369,0,0,3,3,0,6419,290,169,1775,4,10583,1044,248,3215,3,26956,2743,1105,8066,18,13620,639,438,2086,3,2172,42,34,373,0,24023,2307,908,6884,18,1920,41,34,451,0,29305,2525,1172,7340,15
355030870,Santana,88914,5317,4289,14966,40,39881,2483,1904,7181,15,49033,2723,2267,7775,15,36475,2154,1710,6002,0,18246,18229,933,992,773,691,3087,2852,0,0,3,441,6547,13373,15853,0,35,503,715,434,0,0,132,460,646,6,83,1590,2437,1510,0,0,0,0,0,10372,484,244,2057,0,14123,1016,499,3207,8,37898,2515,1737,7019,6,26514,894,1363,2505,0,3378,108,38,497,0,36474,2304,1750,6511,6,3250,82,33,496,0,45765,2520,2155,7116,15
355030871,Santo Amaro,67586,2710,3989,10931,12,31201,1268,1785,5208,0,36385,1326,2167,5718,6,27620,1081,1706,4627,0,14126,13490,466,427,820,724,2403,2188,0,0,4,402,6966,10619,9458,0,0,300,328,107,0,8,250,538,519,0,74,1494,1883,873,0,0,0,0,0,9631,157,335,1357,3,10398,435,409,2190,0,31305,1402,1801,5579,0,16247,301,1139,1678,0,3281,15,63,295,0,27911,1178,1640,4789,0,3177,14,70,355,0,33190,1229,2000,5230,3
355030872,São Lucas,90383,9754,2786,34971,36,41485,4715,1261,16839,3,48898,5019,1421,18132,17,34464,4080,1062,13297,0,16582,17882,1956,2080,506,396,6546,6748,0,0,14,715,7529,14241,11779,0,77,1080,1563,1051,0,0,61,294,361,9,412,3405,5739,3520,0,0,0,0,0,13762,1093,141,5827,0,15761,1989,260,7304,7,40815,4714,1157,15967,3,20045,1800,863,5862,3,4577,243,9,1723,0,36907,4331,1186,15068,3,4457,245,17,1824,0,44439,4623,1327,16273,12
355030873,São Mateus,83731,15530,1859,54358,73,38882,7555,844,26414,16,44849,7972,894,27942,12,28948,6279,666,19666,7,13744,15202,2996,3267,301,225,9366,10296,3,0,63,1108,6902,11673,9010,0,148,1773,2523,1490,0,0,30,132,316,25,837,5321,8310,4944,0,0,0,0,0,15162,1998,80,9927,7,17231,3469,181,12392,0,35876,7472,629,23939,12,15462,2499,660,8089,0,5069,453,12,3141,0,33808,6942,787,23267,9,5089,486,7,3224,0,39756,7307,846,24704,3
355030874,São Miguel,39775,8834,726,31548,47,18369,4368,348,15185,16,21406,4460,324,16363,13,13494,3572,262,11520,3,6531,6961,1637,1907,98,81,5476,6044,0,0,7,346,2792,5459,4741,0,84,851,1502,917,0,0,0,29,122,0,364,2692,5084,3234,0,0,0,0,0,7246,1153,23,5448,11,8081,2001,43,6893,3,16423,4134,228,13927,3,8020,1495,273,5274,0,2419,278,0,1792,0,15948,3965,319,13376,13,2445,228,0,1700,0,18952,4131,308,14654,3
355030875,São Rafael,64850,17521,293,65196,76,30390,8822,105,32083,15,34458,8690,101,33111,37,21299,7004,46,22498,11,9932,11363,3274,3704,6,9,10408,12082,3,6,30,917,5289,9171,5667,4,330,2102,3052,1140,0,0,0,3,12,30,1340,6462,9935,4527,0,0,0,0,0,14087,2601,6,14144,3,14657,4514,17,16323,4,26595,8342,74,27515,13,9481,1929,50,7197,4,4804,647,3,4707,0,25577,8003,82,27355,10,4715,648,0,4457,0,29726,7893,91,28639,26
355030876,Sapopemba,136022,27766,908,101524,190,63327,13493,342,49241,50,72695,14271,374,52283,73,46422,10971,215,36738,30,20789,25631,4885,6038,64,63,16757,19979,7,3,72,1756,10801,18504,14906,14,380,2870,4398,2685,0,0,14,19,67,71,1731,9336,15293,9942,0,0,3,3,3,25549,3632,24,18438,17,28803,6538,65,23524,6,56274,12966,249,43670,38,25392,4485,212,15885,6,8739,823,4,5975,0,54563,12376,297,43245,45,8181,879,3,5571,6,64500,13099,355,46690,48
355030877,Saúde,89940,4844,17830,15571,38,40752,2083,7952,7380,3,49188,2465,9841,8172,8,38910,1977,7998,6509,0,18729,20181,682,868,3969,3925,3187,3180,0,0,7,593,9818,13545,14591,0,9,461,478,205,0,9,1196,2678,3627,0,60,1964,2370,1354,0,0,0,0,0,10220,254,1366,1849,3,14683,810,1990,3154,0,40733,2346,7520,7653,0,24292,617,6486,2470,0,3561,31,295,387,0,37133,1944,7432,6741,3,3238,22,241,379,0,45876,2333,9367,7512,4
355030878,Sé,11243,2583,1549,8199,29,5367,1288,881,4097,0,5876,1294,648,4100,13,5004,1203,843,3409,7,2372,2626,545,635,508,305,1621,1781,0,0,9,364,1672,1760,1133,3,55,420,410,168,0,18,299,291,143,6,245,1217,1294,565,0,0,0,3,0,1795,341,95,1484,0,2750,655,231,2173,7,5053,1243,916,3670,12,1638,262,253,851,0,619,89,21,471,0,4739,1154,840,3596,0,589,77,12,464,0,5269,1177,606,3612,12
355030879,Socorro,24750,2362,1506,9388,13,11212,1084,679,4524,3,13538,1271,807,4864,6,9326,995,642,3563,3,4522,4804,457,505,304,282,1800,1761,0,0,13,219,1838,3453,3738,0,17,248,386,212,0,0,21,138,371,0,87,1026,1479,896,0,0,0,0,0,3306,199,38,1475,0,4393,511,122,1985,0,10475,1175,529,4401,0,6576,371,704,1525,0,1130,21,9,462,0,10082,1024,648,4036,0,1058,31,0,444,0,12478,1189,785,4402,6
355030880,Tatuapé,76692,4019,3768,13901,113,34753,1967,1726,6701,34,41937,1934,1919,7196,29,31446,1698,1528,5748,20,14541,16904,771,733,666,630,2836,2890,6,0,25,667,6561,12074,11934,0,20,453,575,188,0,3,159,472,458,3,100,1737,2387,1165,0,0,0,0,3,9320,279,292,1817,8,13199,816,440,3000,27,33818,2021,1613,6857,20,20350,466,1001,2063,3,3082,35,56,412,0,31652,1833,1591,6109,30,2880,39,46,439,0,39033,1802,1794,6594,22
355030881,Tremembé,100971,19996,1791,73359,133,47080,9984,740,35565,41,53890,9984,882,37793,49,34208,8175,549,25297,11,16557,17633,3881,4201,233,186,12267,13008,4,4,43,1247,7443,13847,11331,0,364,2361,3146,1752,0,0,3,111,231,37,1382,7345,10726,5462,0,0,4,3,0,18615,2661,61,15055,17,21396,4988,148,18268,15,41316,9325,603,31119,32,19609,2804,579,8856,0,6580,670,4,4894,0,40465,9087,690,30615,32,5899,612,0,4897,3,47962,9160,830,32839,36
355030882,Tucuruvi,70441,6791,2895,19210,55,31963,3150,1345,9139,14,38478,3619,1493,10067,10,27365,2886,1166,7533,11,13826,13539,1335,1484,606,401,3833,3696,4,0,3,489,6046,10244,10452,0,21,792,1041,740,0,0,122,269,477,0,142,2051,3067,2111,0,0,0,0,0,9178,584,115,2727,0,11733,1312,229,3996,6,31453,3375,1226,9008,18,18077,1343,993,3459,0,3132,99,6,788,0,28825,2943,1277,8269,13,2861,91,6,782,0,35612,3416,1420,9198,9
355030883,Vila Andrade,95213,14260,2756,56048,88,44573,7188,1305,27250,32,50640,6953,1291,28783,32,37466,6118,1085,21275,12,18677,18787,2862,3097,534,312,9858,11316,3,9,38,1329,11299,16281,8238,3,533,2484,2107,524,0,0,134,398,144,70,1715,8277,8620,2107,0,3,0,0,0,17952,2042,283,12430,7,18241,3879,200,14747,11,45470,6996,1355,25103,19,13536,956,428,3519,0,6330,637,48,4006,0,38228,6449,1191,23106,19,5979,569,45,4003,0,44637,6260,1149,24643,23
355030884,Vila Curuçá,63410,15727,687,60574,96,29450,7610,256,29161,24,33960,8106,316,31413,30,20602,6290,209,21618,14,9713,10881,2845,3408,69,46,10094,11524,3,0,20,682,4989,8536,6154,0,181,1765,2547,1449,0,0,4,27,69,14,805,5644,9268,5673,0,0,0,0,3,12949,2052,23,11321,0,13863,3779,49,13843,13,26088,7481,188,26414,26,10498,2329,195,8986,9,4337,510,4,3697,0,25099,6956,232,25456,18,4385,471,0,3548,0,29566,7482,291,27850,29
355030885,Vila Formosa,67136,5443,1755,17724,40,30760,2572,793,8448,13,36376,2843,883,9274,19,25464,2176,625,6821,12,12506,12958,950,1155,276,204,3350,3455,3,3,6,534,4635,10333,9842,0,39,461,852,547,0,0,25,180,182,0,204,1653,2905,1862,0,0,0,0,3,9065,562,106,2811,0,11307,1146,120,3724,3,29459,2546,717,7980,12,17305,1005,512,3167,6,3011,110,3,829,0,27747,2382,725,7553,10,2977,111,14,788,0,33395,2643,815,8424,15
355030886,Vila Guilherme,35929,2684,921,12918,94,16217,1294,392,6394,39,19712,1367,470,6524,28,14199,1101,309,4653,7,6648,7549,492,554,112,114,2434,2219,3,0,0,297,2980,5427,5415,0,14,292,381,182,0,0,31,69,82,4,166,1615,1820,942,0,0,0,0,0,4876,229,54,2543,13,5875,544,88,2944,9,15914,1309,363,5817,25,9262,437,220,1608,0,1621,39,11,866,4,14591,1194,357,5499,26,1543,30,3,776,0,18162,1282,420,5711,18
355030887,Vila Jacuí,59067,15623,775,58423,162,27268,7599,319,27955,61,31799,8016,346,30468,53,19946,6151,221,20083,4,9342,10600,2841,3281,77,49,9469,10612,0,0,8,728,4691,8172,6129,0,205,1608,2668,1351,0,0,3,18,53,8,925,5288,8770,4893,0,0,3,0,0,11541,2107,32,11090,29,13010,3821,55,14172,21,24246,7349,195,25363,30,10268,2266,212,7796,0,3964,550,10,3522,7,23298,6913,279,24417,36,3768,479,0,3586,7,28024,7381,315,26865,34
355030888,Vila Leopoldina,35969,1589,1982,6134,17,16686,748,881,3037,6,19283,753,1055,3089,3,14690,652,813,2427,3,7348,7342,295,251,399,306,1184,1190,0,0,7,265,3559,6378,4388,0,28,178,222,59,0,0,56,309,225,0,80,770,1009,334,0,0,0,0,0,5533,127,206,1070,0,5596,315,128,1360,0,17540,812,905,2939,3,7300,119,531,634,0,1869,12,30,269,0,14808,696,800,2670,6,1818,20,37,266,0,17460,687,962,2746,3
355030889,Vila Maria,60548,8685,1758,37136,324,28007,4243,752,18159,138,32540,4426,895,18975,128,23923,3611,646,13516,33,11305,12616,1674,1854,265,245,6657,6856,10,0,28,809,6082,9297,7505,3,134,1108,1321,648,0,0,56,162,195,30,757,4746,5381,2395,0,0,4,0,0,9380,1068,161,7695,72,11220,2025,203,9101,95,27128,4187,646,16343,70,12803,1183,483,3979,0,3261,226,33,2512,16,24735,3895,681,15622,87,3107,226,24,2557,17,29421,4058,828,16398,90
355030890,Vila Mariana,98414,3073,13825,11460,23,44305,1250,6161,5396,4,54109,1340,7605,5981,13,45023,1124,6101,5226,0,21146,23875,345,422,2769,3025,2481,2396,0,0,6,1445,12133,14718,16334,0,3,304,151,78,0,18,1007,1865,2264,0,73,1819,1632,609,0,0,0,0,0,10704,127,1234,964,0,17579,495,1674,2410,3,43637,1322,5897,5897,0,26480,228,4321,1273,0,3624,17,254,183,0,40560,1174,5650,4965,0,3346,7,247,150,0,50603,1268,7123,5575,6
355030891,Vila Matilde,65199,10155,2856,25155,110,29517,4830,1317,12020,38,35682,5323,1456,13135,44,24010,4086,1068,9353,4,11261,12749,1850,2213,526,359,4644,4709,3,0,4,548,5006,9471,8814,3,84,1011,1673,996,0,0,21,277,464,0,227,2502,3936,2472,0,0,0,0,0,9650,1222,115,4281,18,12013,2098,283,5492,21,28268,4931,1105,11259,14,15268,1801,1020,4121,0,3213,245,3,1320,3,26304,4446,1256,10654,22,3086,244,9,1319,0,32593,4922,1394,11780,35
355030892,Vila Medeiros,64564,10206,1146,38704,201,29422,4857,482,18458,73,35142,5343,538,20246,80,23594,4035,364,13698,19,10529,13063,1728,2267,112,94,6198,7496,5,4,6,678,4956,8674,9095,0,101,921,1491,1174,0,0,3,36,122,3,606,3988,5294,3626,0,0,7,0,0,9795,1191,26,7342,34,12108,2255,89,9035,50,27005,4593,329,16334,47,15656,2044,404,5987,3,3288,213,5,2426,3,26130,4477,452,16020,47,3155,241,0,2317,0,31978,4934,509,17905,51
355030893,Vila Prudente,73454,5813,2813,23492,46,33525,2842,1269,11313,14,39929,2935,1481,12176,9,29313,2493,1071,9200,6,13758,15555,1125,1259,479,432,4268,4921,3,0,9,777,7491,11043,9844,0,53,765,823,414,0,3,136,297,354,10,338,3085,3575,1971,0,0,3,0,0,10129,565,176,3865,0,12860,1267,308,5158,3,33548,2860,1209,11181,13,16914,850,796,3239,0,3423,109,31,1162,0,30092,2636,1165,10088,11,3247,113,35,1256,0,36676,2724,1389,10849,3
355030894,Vila Sônia,76491,9669,5268,32108,72,35162,4772,2396,15464,13,41329,4807,2797,16633,16,29042,3936,2209,12106,13,14142,14894,1776,1980,1057,965,5669,6391,0,0,13,775,7122,11653,9223,3,203,1210,1451,533,0,0,169,656,979,10,648,4047,5073,1947,0,0,3,0,0,12488,1188,365,6382,3,14110,2388,476,7805,3,33994,4561,2126,14561,9,15879,1083,1908,3209,3,4227,272,47,1923,0,30911,4360,2244,13400,10,4083,282,54,1952,0,37214,4385,2634,14540,10
355030895,São Domingos,53016,7059,1069,27635,15,24457,3479,442,13393,0,28559,3559,501,14240,3,19269,2827,371,10198,0,9288,9980,1258,1471,140,103,4781,5405,0,0,13,554,3993,7780,6748,0,74,759,1060,584,0,0,0,67,129,13,488,2938,4335,2223,0,0,0,0,0,8530,810,55,5207,0,9850,1548,62,6455,0,22788,3390,368,12317,0,11845,1105,340,3623,0,2838,190,3,1605,0,21601,3180,411,11728,0,2749,154,7,1615,0,25805,3268,476,12566,3
